school,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,duration_sem_per_year,grade_score,overall_band,pte_score, tofel_point,new_stream,stream_id,other_fees,application_fee,min_tution_fee_per_semester,max_tution_fee,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,credentials,program_level,other_comment,foundation_fee,acceptable_band,module,english_language,program_sort_order
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Business Accounting - ACCT - Oshawa,"Accounting is often referred to as the universal language of business. Durham College's Accounting  Business program is the next step towards a career in the field of accounting. Learning from industry-connected professors, you will develop your knowledge of accounting using the latest tools and technology in order to gain the skills employers need. You will be exposed to QuickBooks Online, QuickBooks Desktop, Sage 50 and Profile. You will also have the opportunity to earn Microsoft Office specialist certifications.",2,4,50,6.5,58,,,"7,8,9,10,20",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Business Finance - FINC,"Are you a pro at managing money with an added interest in stocks, bonds, investing and financial planning? Have you considered getting paid to help others manage their financial portfolios? The two-year Finance – Business program provides a concrete foundation in business as well as training in various areas of financial planning, investments, and life and health insurance. During the program you will have the opportunity to develop your skills and be prepared to write the Canadian Investment Funds Course (CIFC)® exam to be eligible for mutual fund licensing, as well as the Canadian Securities Course (CSC)® exams to be eligible for a securities license.",2,4,50,6.5,58,,,"7,8,9",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Business Human Resources - HRM - Oshawa,"Human Resources (HR) professionals work in partnership with business managers to take care of a company's largest asset – its employees. To help a business run effectively and achieve its objectives, HR staff provide advice to department supervisors on a range of employee-related issues, design and deliver a host of programs and services focused on individual and team needs, and create company policies that support and promote a workplace culture based on fairness, equity and personal growth. As a student, you will have the opportunity to interact directly with industry professionals and participate in hands-on learning opportunities.",2,4,50,6.5,58,,,"7,8,9",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Business Marketing - MRKG - Oshawa,"Every business relies on some form of marketing, and the demand for skilled marketers is growing globally. Updated annually, this dynamic program captures the latest trends, technologies and developments in marketing to ensure you graduate with the most relevant, industry-ready skills today’s employers are looking for in a candidate. In this program, you will learn the fundamentals of business strategy, creative design, marketing analysis and research. You will also have the opportunity to participate in digital simulations, marketing events and compete in local, provincial and national competitions, all of which help grow your industry network and experience to help launch your marketing career.",2,4,50,6.5,58,,,"7,8,9",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Business Supply Chain and Operations - SCOP - Oshawa,"Regardless of industry, supply chain and operations management is at the heart of every business, which is why the skills developed in this program are in such high demand. Faced with an increasingly global business world, employers are actively seeking our graduates for their job-ready skills in complex problem solving, analytics, decision-making and communications. Students with an interest in business who enjoy making things better and are drawn to the idea of no two work days ever being the same will thrive in this field. Graduates enter the workforce ready to take the diverse, exciting, and rewarding career opportunities that are currently outpacing the professionals available to fill them.",2,4,50,6.5,58,,,"7,8,9",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Carpentry and Renovation Technician - RENO - Whitby,"A career in the carpentry and renovation field blends physical hands-on work, skillful precision and creativity. Successful candidates enter a world of opportunities leading to a variety of rewarding career paths in custom home building, renovation, construction, and general contracting, including self-employment. With the construction and renovation industry steadily growing across Canada, job prospects are expected to remain strong for decades. Market researcher BuildForce Canada projects a need for 44,600 new carpenters in Canada, 12,000 in Ontario alone, over the next 10 years. ",2,4,50,6.5,58,,,1,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Chemical Laboratory Technician - CLBT - Oshawa,"Most consumer products are created in a laboratory or industrial setting where the quality of the raw materials is monitored. Chemical laboratory technicians work in a supporting role using testing methodologies to assure quality with chemical manufacturers, cannabis and food ingredient companies, energy producers and the emerging green product sector. One of the few two-year science-based diploma programs at Ontario colleges, the Chemical Laboratory Technician program will provide you with foundational knowledge in many different disciplines to open the door to the career of your dreams.",2,4,50,6.5,58,,,1,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Civil Engineering Technician - CETC - Whitby,"The Civil Engineering Technician program is the perfect vehicle to launch a rewarding entry-level career in the civil engineering field. You will develop skills in computer assisted design and drafting (CAD), geographic information system (GIS), electronic surveying and testing construction materials. Project management and safe working principles in construction sites, in accordance with various Canadian civil engineering codes, quality control standards and regulations will also be taught. A field placement or co-operative education (co-op) work term will provide two options to gain experience in the workforce. Students can also access membership to the Toronto Construction Association.",2,4,50,6.5,58,,,1,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Computer System Technician - CSTC - Oshawa,"The Computer Systems Technician program is the perfect vehicle to launch a rewarding career in computer assembly, installation, configuration and troubleshooting. You will learn from industry-connected professors in new, state-of-the-art labs. This program is built on partnerships with some of the most influential names in networking today, including Cisco, IBM, AWS and Microsoft. Graduates will be able to help support computer users throughout an entire organization by deploying desktop and laptop systems, assisting users with day-to-day tasks, supporting help desk environments, troubleshooting networking issues and rolling out emerging technologies that will give their organizations a competitive advantage.",2,4,50,6.5,58,,,2,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Cosmetic Techniques and Management - CTMG - Oshawa,"Do you have a passion for the beauty industry and possess a creative, artistic spirit? The Cosmetic Techniques and Management program will prepare you to be a leader in the cosmetics, personal care and fragrance industries, giving you the competitive edge you need to launch a successful career. Experience weekly hands-on instruction in state-of-the-art lab facilities, where students learn practical make-up application techniques using a comprehensive professional student kit. Working alongside experienced faculty, you will create a range of cosmetic applications, including make-up for special events, media, photography, as well as period, airbrushing, creative and special effects application. In keeping with industry trends, students are also introduced to brow and lash enhancement techniques.",2,4,50,6.5,58,,,"6,3",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Culinary Management - CMGT - Whitby,"Master the art of food and flavour in our Culinary Management program. You will explore locally grown food, experiment with ethnic and contemporary cuisine, and develop your skills in the culinary arts, while learning valuable management skills that will take your career to the next level. Significant focus is placed on lab/kitchen time, encouraging students to develop their techniques and products, much of which they are able to take home and enjoy. Graduates are sought after by a broad range of employers because of their unique skills, which include artisan meat cutting, cheese production, baking, canning and preserving.",2,4,50,6.5,58,,,"6,3",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Electronics Engineering Technician - ELTC - Oshawa,"In an economy that depends on finding new ways to use technology to make it easier for us to live, work and play, electronics engineering technicians maintain, operate, test, install and service electronic equipment in the fields of data communications and the Internet of Things (IoT), smart systems, telecommunications, computing, industrial automation, test and measurement, power generation and distribution, and health care and consumer products.",2,4,50,6.5,58,,,1,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Entrepreneurship and Small Business - BESB - Oshawa,"Are you looking to start your own business? Entrepreneurship and small business development are vital components of economic growth in Canada with 75 per cent of all new jobs being created in the small business sector. In addition to their wide range of entrepreneurship experience, our faculty members are professionals in the fields of accounting, marketing, law and more, who will guide you through the process of researching the industry, planning your business, securing financing and developing management skills that will support the healthy growth of your business. A solid foundation gained through formal business training will help to enhance your management capacity and prepare you for success.",2,4,50,6.5,58,,,"7,8,9",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Esthetician Spa Management - ESMG - Oshawa,"The Esthetician - Spa Management program allows students to gain skills required to build a career in the high-demand spa and wellness industry. If you love working with people and have a desire to help individuals enhance their appearance and boost their self-esteem, this program will provide you with the theoretical and practical knowledge that you need.",2,4,50,6.5,58,,,"6,3",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Event Planning - EVPN - Whitby,"The Event Planning program is ideally suited for organized and detail-oriented individuals, who naturally take the lead in groups and projects and thrive in a high-energy, creative environment. Students are prepared for a career that offers incredible versatility and spans almost every industry. They learn how to design, plan and execute a wide array of corporate, community and social events while developing a strong business acumen through experiential learning in our W. Galen Weston Centre for Food (Weston Centre) event space.",2,4,50,6.5,58,,,"6,3",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Horticulture Food and Farming - AAGR - Whitby,"Guided by a field-to-fork philosophy, this program prepares students to be leaders in the rapidly evolving food sector. Working in a one-of-a-kind environment, including a busy urban farm setting, you will learn to create the wholesome, locally produced, food in demand by today’s consumers, and how you can contribute solutions to communities looking to feed cities in creative and sustainable ways. In addition, you will experience how agri-tourism brings urban residents to farming and will have an enhanced awareness of local food production.",2,4,50,6.5,58,,,5,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Horticulture Technician - HORT - Whitby,"With access to a national historic site and a one-of-a-kind living lab that provides students with legacy opportunities to complete campus projects, this program will help you graduate with the creative, entrepreneurial, and professional skills needed to be an industry leader. The art, science and business of horticulture are the focus of this program, ensuring students learn the skills required to create landscapes, renew historical gardens, enhance communities and express their creativity while learning the complexities involved in a broad range of professional environments. In addition, the dynamic, hands-on opportunities to experience the many aspects of the industry will make a difference as you work towards becoming a professional horticulturist.",2,4,50,6.5,58,,,"1,5",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Hospitality Hotel and Restaurant Operations Management - HROM - Whitby,"Be part of one of the fastest-growing industry segments in the world. Hotels, resorts, restaurants, cruise ships, casinos, entertainment venues and conference centres are all benefiting from an increasing number of travellers from around the globe. Learn the essential operational skills and management techniques that employers value in this vibrant business. Explore the diverse career paths that are available to you, as you unleash your passion for customer service excellence and profitable hospitality business operations. The world of accommodation, food and beverage, travel and tourism is yours to discover.",2,4,50,6.5,58,,,"3,6",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Interactive Media Design - IMDE - Oshawa,"From touchscreen applications and websites to motion design and video, interactive media designers create the User Experience (UX). In this cutting-edge program, students learn to design and produce illustrations, photography, infographics and animations for anything interactive. Graduates of this program become skilled compositors, able to create motion graphics, virtual environments and integrated media content.",2,4,50,6.5,58,,,21,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Journalism Mass Media - JOMM - Oshawa,"An education in journalism provides excellent training in critical thinking, writing and presenting ideas while preparing students for one of the most interesting careers imaginable. Armed with transferable knowledge, skills and experience, journalism graduates go on to write and deliver stories on all written and broadcast platforms, including the on-campus station, Riot Radio. Students also develop social media skills and undergo experiential learning through the program’s ‘working newsroom’ before moving on to a six-week field placement, applying their skills in a professional environment.",2,4,50,6.5,58,,,"21,6",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Mechanical Engineering Technician - METC - Oshawa,"This program will provide you with the ability and confidence to seek opportunities and provide support within the dynamic world of engineering, including in the automotive, energy generation, construction, and manufacturing sectors. Your future role may steer you towards a career in design, metal and non-metal fabrication including machining and 3D printing, or technical support. Our modern facilities excel in the delivery of Computer-Aided Design and Manufacturing (CAD/CAM), Computer Numerical Control (CNC), Electrical, Fluid Power, Precision Machining, and Measurement.",2,4,50,6.5,58,,,1,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Mechanical Engineering Technician NDE - NDE - Oshawa,"Become an integral part of assuring the safety and integrity of community infrastructure, components and structures that are built or are in service in society. Learn about materials and specific testing methods in order to examine cars, trains, airplanes, spacecraft, towers, bridges, ships, power plants and amusement park rides to identify and analyze possible defects. With training and education in non-destructive evaluation you will be well-prepared to begin a career testing and evaluating components for internal or external flaws, using ultrasonic, radiographic, magnetic and many other methods, allowing people to live and work in a safe environment.",2,4,50,6.5,58,,,1,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Mechanical Technician Elevating Devices - MTED - Whitby,"Have you ever ridden an elevator or escalator and wondered how they work? Who builds and installs them or even who makes sure they’re safe to ride? The responsibility is that of an elevating devices mechanic and our program will prepare you to enter this trade as an apprentice. With the continued development and modernization of high-rise buildings driving growth in the elevating devices industry, employment opportunities in this area have increased in Durham Region and the Greater Toronto Area. Durham College is a public training provider for an elevating devices mechanic apprenticeship, positioning you for employment as an apprentice upon graduation. Graduates are eligible for exemption from all of the in-school requirements for EDM 636E apprenticeship training. Graduates will also receive TSSA-mandated EDM-T Safety Training certification and meet the Ministry of Labour’s Working at Heights training requirements.",2,4,50,6.5,58,,,1,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Mechanical Technician Millwright - MTMW - Whitby,"A machine can do many amazing things, but it can’t take care of itself. This program allows students to develop skills in the theory and practice of machine fabrication and maintenance procedures including the installation, service, repair and overhaul of industrial machinery. Graduates are eligible for exemption from all the in-school requirements for IMM 433A apprenticeship training. Graduates will meet the Ministry of Labour’s Working at Heights training requirement.",2,4,50,6.5,58,,,1,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Music Business Administration - MBAD - Oshawa,"The Music Business/Music Business Management programs prepare students to enter any field of the music industry equipped with a solid foundation of relevant knowledge and business practices, and plenty of hands-on experience. Students learn to manage revenue streams, book tours, draft and negotiate contracts, manage artists and venues, plan and execute events, design websites, market and promote artists and merchandise, build a network, and much more. Graduates enter the industry ready and eager to become astute music industry executives, well-informed musicians/songwriters, or both!",2,4,50,6.5,58,,,1,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Office Administration Executive - OFEX - Whitby,"Executive assistants are administrative professionals who contribute to the effectiveness of an office in an important way. They manage projects and budgets, make travel arrangements and manage events, prepare communication and take on a collection of essential tasks. Excellent at time management, project management and multi-tasking, they are critical to any organization. You will learn from professionals who are current in their field and will have the opportunity to enhance your resumé with real-life work experience.",2,4,50,6.5,58,,,"6,10",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
