school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_score, tofel_point,ielts_listening,ielts_speaking,ielts_writting,ielts_reading,new_stream,stream_id,other_fees,application_fee,tution_fee_per_semester,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,program_level,Others Comment,Foundation Fee,acceptable_band,module,english_language,program_sort_order
University of Sunshine Coast,"The University of the Sunshine Coast is a public university based on the Sunshine Coast, Queensland, Australia. After opening with 524 students in 1996 as the Sunshine Coast University College, it was later renamed the University of the Sunshine Coast in 1999","90 Sippy Downs Dr, Sippy Downs QLD 4556, Australia",Australia,"2,5",15967,5064,yes,yes,yes,yes,no,yes,1994,B.com Accounting,"�Bachelor of Commerce (Accounting) you will study accounting, law and economics and finance as part of your commence degree, and can choose from subjects like taxation law, auditing and financial planning to specialise your skills in accounting. When you graduate from our degree, you can then go on to gain professional accounting accreditation.",6 sem,60,6,70,,6,6,6,6,"7,8,9,10,20",24,390,,11250,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
University of Sunshine Coast,"The University of the Sunshine Coast is a public university based on the Sunshine Coast, Queensland, Australia. After opening with 524 students in 1996 as the Sunshine Coast University College, it was later renamed the University of the Sunshine Coast in 1999","90 Sippy Downs Dr, Sippy Downs QLD 4556, Australia",Australia,"2,5",15967,5064,yes,yes,yes,yes,no,yes,1994,Bachelor of Information & Communications Technology,"We live in an ICT age: computers, smartphones and networks are used by everyone, everywhere, to enable and drive innovation. If you enjoy problem solving, designing artificial worlds, or making ideas come to life, this program develops the skills you need to work on the cutting-edge of technology.",6 sem,60,6,70,,6,6,6,6,"1,2,5",24,390,,11250,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
University of Sunshine Coast,"The University of the Sunshine Coast is a public university based on the Sunshine Coast, Queensland, Australia. After opening with 524 students in 1996 as the Sunshine Coast University College, it was later renamed the University of the Sunshine Coast in 1999","90 Sippy Downs Dr, Sippy Downs QLD 4556, Australia",Australia,"2,5",15967,5064,yes,yes,yes,yes,no,yes,1994,MBA,An MBA is an opportunity to increase and deepen your range of management skills. The program covers the latest trends and influences in business and builds on your skills in critical thinking and analysis.,4 sem,50,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,20",24,390,,11250,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
University of Sunshine Coast,"The University of the Sunshine Coast is a public university based on the Sunshine Coast, Queensland, Australia. After opening with 524 students in 1996 as the Sunshine Coast University College, it was later renamed the University of the Sunshine Coast in 1999","90 Sippy Downs Dr, Sippy Downs QLD 4556, Australia",Australia,"2,5",15967,5064,yes,yes,yes,yes,no,yes,1994,Masters of International Business,This program is for managers from a broad field of occupations who want to enhance their strategic and operational management skills. USC has two new specialist electives to the program to meet increasing job demands � Project Management and Health Sector Business Management.,4 sem,50,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,20",24,390,,11250,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
University of Sunshine Coast,"The University of the Sunshine Coast is a public university based on the Sunshine Coast, Queensland, Australia. After opening with 524 students in 1996 as the Sunshine Coast University College, it was later renamed the University of the Sunshine Coast in 1999","90 Sippy Downs Dr, Sippy Downs QLD 4556, Australia",Australia,"2,5",15967,5064,yes,yes,yes,yes,no,yes,1994,Masters of Professional Accounting,"The Master of Professional Accounting complements your non-accounting or partial accounting qualifications to meet the entry requirements for membership of CPA Australia and The Chartered Accountants of Australia and New Zealand (CAANZ). The course focuses on the knowledge and skills required for practice as a public or chartered accountant, effective management, accountability and control, and effective decision-making for financial success.",4 sem,50,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,20",24,390,,11250,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
University of Sunshine Coast,"The University of the Sunshine Coast is a public university based on the Sunshine Coast, Queensland, Australia. After opening with 524 students in 1996 as the Sunshine Coast University College, it was later renamed the University of the Sunshine Coast in 1999","90 Sippy Downs Dr, Sippy Downs QLD 4556, Australia",Australia,"2,5",15967,5064,yes,yes,yes,yes,no,yes,1994,Masters of Information & Communication Technology,"We live in an ICT age: computers, smartphones and networks are used by everyone, everywhere, to enable and drive innovation. If you enjoy problem solving, designing artificial worlds, or making ideas come to life, this program develops the skills you need to work on the cutting-edge of technology.",4 sem,50,6,80,,6.5,6.5,6.5,6.5,"1,2,5",24,390,,11250,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Associate Degree of Business,"This course will give you the grounding you need in business language and organisational communication, accounting, marketing and business ethics and sustainability, as well as options to specialise in your area of interest, from human resource management to digital marketing.",4 sem,60,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,20",3,390,,13000,20290,AUD,20 days,"2,7,11",,2 year,"2,1",if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelors of Accounting,"The Bachelor of Accounting has been developed to provide graduates with the ability to identify, critically analyse and exercise professional judgement for challenges that face all organisations in today�s highly dynamic business environment using social, sustainable, ethical, economic, regulatory and global perspectives",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,20",3,390,,13000,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Business,The Bachelor of Business develops the practical skills for decision-making in a modern business context and the capability to recognise and act on opportunities.,6 sem,60,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,20",3,390,,13000,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Business in Convention and Event Management,"The Bachelor of Business in Convention and Event Management positions graduates at the centre of the fast-growing events industry. Students acquire the skills and knowledge required to pursue a career in the management, planning and marketing of corporate events, conventions and meetings, festivals and special events.�",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,7,8,9,10",3,390,,13000,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Business in Tourism and Hospitality Management,The Bachelor of Business in Tourism and Hospitality Management prepares students with transferable skills for a career in a dynamic and diverse industry.,6 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,7,8,9,10",3,390,,13000,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,"Bachelor of Business, Bachelor of Laws","The Bachelor of Business, Bachelor of Laws at Southern Cross University gives students the opportunity to gain an understanding of the law as it applies to business. Students can major in a business discipline of their choice and select from a comprehensive suite of law electives.",10 sem,60,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,11,12",3,390,,13000,20290,AUD,20 days,"2,7,11",,5 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Digital Business,"The Bachelor of Digital Business is one of only two degrees of its kind offered in Australia. It will prepare students for a career as a digital business specialist, able to unlock technology to improve business performance.",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"2,7,8,9,10",3,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Diploma of Business,"The one-year Diploma of Business gives you the opportunity to develop your academic and business skills in areas that could include digital business, finance, management, economics and marketing. Successful completion of the diploma will guarantee you entry and up to eight units of credit towards a range of Southern Cross University business, tourism and information technology degrees.",2 sem,60,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10",3,390,,13000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Graduate Certificate in Accounting,"The Graduate Certificate in Accounting provides an introduction to accounting and finance. It has a flexible structure that allows students to focus on areas of most interest to them. Subjects include business and managerial accounting, financial reporting, contemporary issues in accounting, economics and quantitative analysis, finance, information systems and legal studies",2 sem,50,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,20",3,390,,13800,20290,AUD,20 days,"2,7,11",,1 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Graduate Certificate in Business,The Graduate Certificate in Business from Southern Cross University provides an introduction to advanced study in business operations and modern management.,2 sem,50,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10",3,390,,15000,20290,AUD,20 days,"2,7,11",,1 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Master of Business Administration,"The Master of Business Administration (MBA) from Southern Cross University develops business knowledge and practical skills to help graduates advance their careers in today�s competitive global markets. Students gain a broad understanding of contemporary management operations, learn industry relevant skills and develop solutions to complex business situations.",4 sem,50,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,20",3,390,,15000,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Master of International Tourism and Hotel Management,"The Master of International Tourism and Hotel Management from Southern Cross University is designed for students who wish to gain a higher degree to help them secure senior management employment in tourism or hospitality organisations. It equips graduates with advanced business acumen, management skills and specialised industry knowledge considered essential for managerial-level graduates. Graduates of this course will emerge as confident leaders, sensitive to complex issues and challenges that at times confront the global tourism and hotel industries.",4 sem,50,6,80,,6.5,6.5,6.5,6.5,"6,7,8,9,10",3,390,,13000,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,"Master of International Tourism and Hotel Management, Master of Business Administration",This double degree is specifically designed to give graduates a competitive edge in a dynamic and diverse industry that offers opportunities to travel and work in some of the most attractive destinations in the world.,4 sem,50,6,80,,6.5,6.5,6.5,6.5,"6,7,8,9,10,20",3,390,,13800,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Master of Professional Accounting,"The Master of Professional Accounting (MPA) from Southern Cross University, is designed for non-accounting business professionals seeking a career change, or for those already working in the accounting and finance industry who need a recognised accounting qualification.",4 sem,50,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,20",3,390,,15000,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Associate Degree of Creative Writing,"If you have a way with words and a story to tell, this degree will help build your confidence and provide professional feedback to assist in becoming published. Immerse yourself in the world of words and develop the�critical and editorial skills you need to pursue a career as a writer.",4 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,21",2,390,,12600,20290,AUD,20 days,"2,7,11",,2 year,"2,1",if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Art and Design,"The Bachelor of Art and Design provides a comprehensive grounding in the practical and theoretical aspects of contemporary visual arts practice. The theoretical component of the course instils an appreciation of both contemporary and historical perspectives applicable to contemporary art practice, curatorial practice and other careers in the arts industry.",6 sem,60,6,80,,6.5,6.5,6.5,6.5,6,2,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Arts with Honours,"The Bachelor of Arts with Honours program is a separate fourth year of study that is undertaken following the successful completion of an undergraduate Arts, Contemporary Music, Digital Media and Communications, Visual Arts or Art and Design degree.",2 sem,60,6,80,,6.5,6.5,6.5,6.5,6,2,390,,12600,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Contemporary Music,This Bachelor of Contemporary Music�prepares students for a portfolio career in music � the multi-faceted career pathway that is now most common for contemporary musicians.,6 sem,60,6,80,,6.5,6.5,6.5,6.5,6,2,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Digital Media and Communications,"The Bachelor of Digital Media and Communications prepares students to tell stories that matter, and develop the creative and production skills for a career in today�s fast-paced media environment.�",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,21",24,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Engineering (Honours) in Civil Engineering,"The Bachelor of Engineering (Honours) in Civil Engineering equips students with the relevant skills and knowledge to provide a range of professional civil engineering services in regional, national and international environments. The course prepares graduates for work involving the planning, design, construction and maintenance of critical civil engineering infrastructure such as buildings, roads, bridges, dams, pipelines, transport systems, and water supply and waste water treatment facilities.", 8 sem,60,6,80,,6.5,6.5,6.5,6.5,"1,2,5",24,390,,15400,20290,AUD,20 days,"2,7,11",,4 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Engineering (Honours) in Coastal Systems Engineering,"The Bachelor of Engineering (Honours) in Coastal Systems Engineering is one of just a few specialist undergraduate professional engineering degrees in Australia to train industry-ready graduates for work in water engineering, coastal engineering and catchment management. The course addresses an increasing need for engineering expertise in these fields that is currently only available through on-the-job training and/or postgraduate qualifications.",8 sem,60,6,80,,6.5,6.5,6.5,6.5,"1,2,5",24,390,,15400,20290,AUD,20 days,"2,7,11",,4 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Engineering (Honours) in Mechanical Engineering,"The Bachelor of Engineering (Honours) in Mechanical Engineering equips students with the relevant skills, experiences and knowledge to provide a range of professional mechanical engineering services in regional, national and international environments. The course prepares graduates for work involving the design of machinery, water supply, vibration, acoustics and noise control, robotics, heat transfer and refrigeration, energy technology, consumer product design, pollution control, and production planning.",8 sem,60,6,80,,6.5,6.5,6.5,6.5,"1,2,5",24,390,,15400,20290,AUD,20 days,"2,7,11",,4 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Environmental Science,"The course includes core units combined with a specialisation in either coastal management, environmental resource management, fisheries and aquaculture management or waste management and resource recovery.",6 sem,60,6,80,,6.5,6.5,6.5,6.5,5,23,390,,14600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
