school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,sem_per_year,grade_score,overall_band,pte_score, tofel_point,new_stream,stream_id,other_fees,application_fee,min_tution_fee_per_semester,max_tution_fee,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,credentials,program_level,other_comment,foundation_fee,acceptable_band,module,english_language,program_sort_order
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Business - GEBU - Barrydowne,"Our environmental program is here to satisfy the interest individuals have in making a difference. The environmental field is a fairly unique field where workers can be doing the kinds of activities they find interesting, working outdoors, while doing a job that makes the world a better place. Our graduate certificate program aims to provide hands-on skills and applied knowledge to students with a theoretical background in the field.Our focus is on environmental monitoring, particularly in fulfillment of Environmental Site and Impact Assessments. Knowledge, reporting and hands-on skills are important aspects of what we deliver.",1,,55,6,58,80,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,1 Year,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Business - Accounting - BUAP - Barrydowne,"Take our general accounting stream to gain the skills and hands-on experience to land entry-level accounting positions.Following a first year of common curriculum shared by all accounting and business students, you will be immersed in accounting principles and practices.This program has been designed to accommodate students who want to continue their studies towards a degree.",2,,55,6,58,80,,"7,8,20",,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Chemical Engineering Technician - CHLN - Barrydowne,"In this two-year diploma program, you will be training for an exciting career as a chemical technician gaining hands-on experience needed to perform your duties with the precision required in a broad range of industries.  With our campus located in Sudbury, Ontario, the mining capital of Canada, our program has a unique focus that will build your knowledge and skills in analytical, inorganic and organic chemistry, and laboratory techniques.",2,,55,6,58,80,,2,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Civil Engineering Technician - CVTN - Barrydowne,"Acquire the skills and knowledge to become a member of civil engineering teams that are responsible for planning, costing, building, maintaining, and rehabilitating roads, bridges, buildings, water distribution systems, and pipelines. Courses are focused on applying professionalism towards drafting, surveying, construction methods, costing, quality control, inspections, and laboratory testing.",2,,55,6,58,80,,2,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Community and Justice Services - CJSP - Barrydowne,"Are you ready to be a change maker in our community and justice services?   Our program unlocks your ability to work with diverse, marginalized groups including hard-to-serve populations, people at risk for being in conflict with the law, offenders in the community, and those incarcerated in our institutions. Our program prepares you to examine social and criminal justice through the lens of corrections, intervention and rehabilitation.?Community and justice services professionals often work with clients who find themselves at a crossroads. This program opens the doors for diverse and exciting career options in correctional institutions, open and secure custody facilities, group homes, community corrections, advocacy, non-government agencies and even law enforcement and border security.  ",2,,55,6,58,80,,11,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Computer Programming ? Internet of Things - CPIN - Barrydowne,"Cambrian?s one-of-a-kind Computer Programming ? Internet of Things program puts you on the path to a career in developing smart technology. By building your skills in various programming languages, networking, statistics, and mobile app development, you will learn to design smart devices that connect to homes, workplaces, and beyond.",2,,55,6,58,80,,2,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Design and Visual Arts - ADSP - Barrydowne,"Whether you are a beginner or a practicing artist, this program will help you prepare a varied portfolio of work to be used for entry into the art/design industry or into advanced design or fine art diploma/degree programs.In the first year of the program, you will experiment with a diverse cross-section of media applications, including drawing, two and three-dimensional design, illustration, graphic design, printmaking, digital photography, and multimedia artwork. This hands-on intensive year allows you to explore a wide range of media, subject, and style to strengthen your creative and artistic talents.In the second year, you may choose to work in an area of specialization such as drawing/illustration/painting, painting/mixed media/3D work, printmaking/mixed media, digital photography/multimedia, or you may explore the whole range of media opportunities with your work program. You will be guided throughout these studio courses by practicing artists who have a broad range of media capabilities, and with two semesters of Business of the Arts related classes, projects, and activities, you'll gain the tools to begin establishing your brand/business, and a sense of what direction to focus on relative to your personal style and philosophy.",2,,55,6,58,80,,6,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Electrical Engineering Technician Industrial - EETN - Barrydowne,"Our Electrical Engineering Technician Program prepares you to become an electrician technician in Ontario and beyond. Modelled after the in-school portions of the Basic Electrician Apprenticeship, our program includes practical, hands-on experience and in-class theoretical learning. You will gain theoretical knowledge in the areas of installation, troubleshooting, repair, and maintenance of complex electrical machinery. You will also apply electrical safety code and print reading knowledge to commercial and industrial installations. In addition, you will be introduced to Programmable Logic Controllers (PLC), power electronics, and instrumentation fundamentals.",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Electromechanical Engineering Technician - Mechatronics - EMTN - Barrydowne,"Mechatronics is an emerging field that combines mechanical engineering and electronics, with elements of automation, computer programming, and telecommunications. Working in the College?s state-of-the-art mechatronics lab, you will develop the technical, problem-solving, and data analysis skills to work on a wide variety of industrial applications, from industrial equipment and machinery design and maintenance to robotics and automation. You will learn how to use computer-aided design to design mechanical components and assemblies in 3D, then take it one-step further to fabricate your design in our machining and fabrication labs. You will also have unique opportunities to put your skills into practice by working on real community and applied research projects.",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Environmental Technician - EVTN - Barrydowne,"Turn your passion for the environment into a career that helps protect, maintain, and restore our natural surroundings.With a focus on reclamation, rehabilitation, and environmental assessments throughout the program, you?ll explore climate change issues, land restoration, and water conversation and management through scientific- and technical-based projects ? preparing you for careers in any industry that needs to comply with environmental regulations. You?ll also earn Green Check Certification and get real-world experience during a six-week internship.",2.5,5,55,6,58,80,,5,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Fitness and Health Promotion - FPRO - Barrydowne,"Bring your passion for fitness, health, and wellness to individuals of all ages and backgrounds through our two-year Fitness and Health Promotion program.This program will prepare you for a career in the health and fitness industry through a hands-on approach to learning and will set you up to gain additional certifications in the field, such as your Canadian Society of Exercise Physiology Certified Personal Trainer (CSEP-CPT) designation and fitness certifications with the Ontario Fitness Council, Sport for Life, High Five, and the Coaching Association of Canada.",2,,60,6,58,80,,"16,17",,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Game Design - GAME - Barrydowne,"Learn the skills you need to become an entry-level game creator with this exciting two-year diploma program!  Over four semesters, you?ll explore game design theory, creation, application, and production as you design and develop video games; augmented reality; and virtual reality scenarios for both consumer consumption and commercial training purposes.",2,,55,6,58,80,,"2,1",,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Heavy Equipment Technician - HDTN - Barrydowne,"In Sudbury, we know mining and we know Heavy Equipment! Whether you want to work as a mechanic in the mines or in construction, you must start with the basics; and just like industry, we always start with safety. Working with and around Heavy Equipment is about a culture of safety, to recognize potentially dangerous conditions and situations and avoid them; we strongly support that way of thinking at Cambrian College. There is also so much diversity in this trade, from basic maintenance, brakes, engine repairs and hydraulics, to electronics and autonomous vehicles; you have so many opportunities to find a career in something that is exciting, challenging and rewarding.We work with our industry partners to focus your learning on what industry needs to help you be successful in securing a start in your career and to give you the skills to be able to tackle many challenges in life; because as a technician you have been trained to find solutions. ",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Industrial Mechanical Millwright Technician - IMTN - Barrydowne,"What is a millwright and just what does a millwright do? They are an industrial jack-of-all-trades with the ability to diagnose, install, and maintain plant machinery in a systematic manner and with a high degree of efficiency ? all skills you?ll learn at Cambrian.In the College's millwright shop, you will gain hands-on experience working on industrial equipment and learn to install, repair, and maintain complex industrial mechanical machinery in existing and new operations. In second year, you will build upon your electrical, mechanical, instrumentation, and computer-aided drafting skills while increasing your precision in troubleshooting and repairing industry equipment.Your diverse skills and experience will prepare you to that millwright jobs in all types of industrial operations.",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Mechanical Engineering Technician - METN - Barrydowne,"A Mechanical Engineering Technician?s expertise is essential in almost every industry. They can be found working all over the world ? innovating, solving problems, and providing insights into all types of machinery.As a Mechanical Engineering Technician, your computer will be your go-to tool, using programs like AutoCAD and SolidWorks to create and analyze your designs, run simulations, and test how a machine will operate. In our program, you?ll have the opportunity to take your 3D designs one step further by producing them in our on-campus labs via additive and subtractive manufacturing techniques.",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,5.5,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Motive Power Technician ? Truck and Coach - TCTN - Barrydowne,"After learning the basic fundamentals of diesel engines, power trains, electrical systems, hydraulic systems, and brake systems for heavy equipment in first year, you'll undertake training in second year that will enable you to meet the challenges of being a truck and coach technician. In-class work is complemented by extensive shop training where you will be expected to develop a high standard of craftsmanship, problem-solving skills, and personal pride as a truck and coach technician.",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Motive Power Technician Service and Management - VMTN - Barrydowne,"Get hands-on training servicing gas-powered and hybrid vehicles and learn the ropes of shop management in Cambrian's state-of-the-art shop. Our courses provide you with pre-apprentice training that can be combined with an optional, paid co-op and will prepare your for career and automotive service technician apprenticeship opportunities. After an introduction to basic work safety and fasteners and hand/pneumatic tools, your courses will be split between hands-on and classroom training in steering suspension and brakes, drivetrains, and engines.",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Police Foundations - PFPG - Barrydowne,"Cambrian?s blend of in-class assignments, scenario training, fitness components, and community work complement topics covered by the Ontario Police College and assist in preparing you for potential employment with a police service.Extensive involvement in community initiatives, training with the Ontario Provincial Police, and participation in crime prevention projects with the Greater Sudbury Police Service offer you opportunities to network and volunteer within the community alongside working professionals. Further interaction with currently serving officers is provided as all local police agencies are represented within the program's part-time faculty.",2,,55,6,58,80,,"3,6",,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Power Engineering Technician - PWTN - Barrydowne,"A TSSA-registered, on-campus power plant. Curriculum that is endorsed by the Technical Standards and Safety Authority (TSSA). A unique program located in northern Ontario. Just a few of the reasons why Cambrian's Power Engineering Technician program is in high demand.Over four semesters, you'll gain theoretical knowledge and practical skills in all aspects of power plant operation and maintenance.  4th Class level in first year and at the 3rd Class level in second year. Theoretical concepts discussed in class are further explained and reinforced during practical experience in the College's Power Engineering Training Facility.  This facility is where you will learn to operate and maintain working equipment in a safe and efficient manner.",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Welding and Fabrication Technician - WFTN - Barrydowne,"Working in the College's welding lab, you will take metal fabrication projects from the engineering drawing stage through cutting and forming processes to the welding and inspection phase. You have the option to start your apprenticeship and will also have unique opportunities to put your welding skills into practice by working on real community and applied research projects.",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Workplace Safety and Prevention - WSPG - Barrydowne,"The Workplace Safety & Prevention Technician program is designed to assist students in understanding current occupational health and safety legislation and to identify, assess, and manage risk and hazards in a variety of work environments. Many industries, such as mining, forestry, construction, manufacturing, power generation, health care, and many more, are actively seeking specially trained workers to support and promote healthier and safer workplaces. You will also be trained in areas of workplace wellness and human resource management.  Graduates will be able to conduct risk assessments and common industrial hygiene tests to prevent hazards and harm to workers, property, the environment, and the public. Students will also develop the skills necessary to identify and report on safety and health conditions in a workplace.",2,5,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Computer Systems Technician - CETN - Barrydowne,"Gain the in-depth networking and infrastructure skills to configure the information technology environment in all sizes and types of organizations. You will learn how to install, manage, and troubleshoot networks and internetworks; and local and remote servers.",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Developmental Services Worker - DSWP - Barrydowne,"As a Developmental Services Professional, students are embarking on a rewarding career supporting children and adults experiencing life with physical disabilities, developmental and intellectual disabilities, and dual diagnosis. Students will learn how to effectively use a person centered approach and positive behaviour supports to support behavioural, emotional, mental, physical, and social needs. Students will also learn about the stages of human development, spectrum of disabilities, modes of communication, basic nursing skills, medication administration competencies, and the range of community supports.",2,,55,6,58,80,,"18,1",,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Early Childhood Education - ECEP - Barrydowne,"As a student in Early Childhood Education at Cambrian College, you will have the opportunity to develop the knowledge and skills necessary for the field of early learning and child care. Your studies will blend the theory of child growth and development with practical application experiences in the field.  Through Interactive classroom experiences you will design, plan, implement, and evaluate play-based learning for young children from birth to twelve years of age.The program will prepare you to work with and support the diverse needs of the children and families you will encounter in your future work. You will build a foundation of understanding that children learn through play. This learning approach combined with a culturally-relevant environment will reflect that children are curious, capable, competent, and rich in potential.",2,,55,6,58,80,,6,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Business - GBHP - North York (Toronto),The two-year Cambrian College Business Diploma program is designed for students who want to build their knowledge in a broad range of important business functions.,2,,55,6,58,80,,7,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Business - GBBH - Hanson Brampton ,"The two-year Cambrian College Business Diploma program is designed for students who want to build their knowledge in a broad range of important business functions. The curriculum in this program guides the students through business finance and structures, accounting procedures, personnel management, meeting regulatory requirements, new business development, and organizational planning. Graduates have the knowledge, practical skills, and proficiency to take on entry-level roles in organizations that promote efficiency and effective delivery in the business sector.",2,,55,6,58,80,,7,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Business - GBBC - Hanson Vancouver,"This 2-year diploma program is designed for students who want to build their knowledge in a broad range of important business functions. In this program, students will be exposed to the areas of finance, entrepreneurship, marketing, human resources, accounting, personnel management, new business development, and organizational planning; which will ultimately prepare them for wide-ranging career paths in business administration.",2,,55,6,58,80,,7,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Heating Ventilation and Air Conditioning Technician - HVTN - Barrydowne,"With Cambrian's Technical Standards and Safety Authority (TSSA) accredited program, you'll prepare to challenge TSSA exams for Natural Gas Technician and Oil Burner Technician certifications. Theory and practical lab training are combined to develop a solid understanding of heating systems (natural gas, propane, and fuel oil) as well as air conditioning, refrigeration principles, sheet metal fabrication, and heat loss/heat gain design considerations. You'll also be introduced to the skills required for the installation, service, and troubleshooting of residential and light commercial heating and cooling applications.",2,,55,6,58,80,,1,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Hospitality Hotel and Restaurant - HRBH - Hanson Brampton,"In the Hospitality ? Hotel and Restaurant program, the focus will be on the practical aspects of hospitality service. The program has been designed so that students develop and acquire the skills and knowledge necessary to enter the workforce and to perform their roles in front-line service. Students will be instructed in mixology, wines, customer service, hotel services, and menu planning and design. They will also be provided with an introduction to managerial concepts including accounting, marketing, law and human resource management.",2,,55,6,58,80,,"3,6",,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Hospitality - Hotel and Restaurant - HRMD - Barrydowne,"In the Hospitality ? Hotel and Restaurant program, the focus will be on the practical aspects of hospitality service. The program has been designed so that students develop and acquire the skills and knowledge necessary to enter the workforce and to perform their roles in front-line service. Students will be instructed in mixology, wines, customer service, hotel services, and menu planning and design. They will also be provided with an introduction to managerial concepts including accounting, marketing, law and human resource management.",2,,55,6,58,80,,"3,6",,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Hospitality ? Hotel and Restaurant - HHRP - North York ( Toronto),"This Cambrian College diploma program, offered in a continuous 16-month fast-track format, focuses on the practical aspects of hospitality service. In the Hospitality ? Hotel and Restaurant program, the focus will be on the practical aspects of hospitality service. The program has been designed so that students develop and acquire the skills and knowledge necessary to enter the workforce and to perform their roles in front-line service. Students will be instructed in mixology, wines, customer service, hotel services, and menu planning and design. They will also be provided with an introduction to managerial concepts including accounting, marketing, law and human resource management.",2,,55,6,58,80,,"3,6",,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,Diploma,1,Overall 6.0 No Less Than 5.5,,,1,,
